"CUS_ID","F20-","F30","F40+","M20-","M30","M40+"
2592,0.031016185,0.045542261,0.034655261,0.148896673,0.30718895,0.335884074
2593,0.143415547,0.084829525,0.020121556,0.279603369,0.03023156,0.008133804
2594,0.009825485,0.048770196,0.03929021,0.028763552,0.361997423,0.246262851
2595,0.07040072,0.075062478,0.285058106,0.17053662,0.123534963,0.367144127
2597,0.008599891,0.067492134,0.282891263,0.024963503,0.12415324,0.581434554
2600,0.063040743,0.066792099,0.140445786,0.057162494,0.767585259,0.060089849
2601,0.056027321,0.086352681,0.134815995,0.03831045,0.110641748,0.517209102
2602,0.017019498,0.113134929,0.202957298,0.056977228,0.279517709,0.441825261
2603,0.015683866,0.360901485,0.016338662,0.007982429,0.355517124,0.032712609
2604,0.008546669,0.265379064,0.204478846,0.066271789,0.070696137,0.387536856
2611,0.032255491,0.077844127,0.324453822,0.034297555,0.106487355,0.650572305
2612,0.051769891,0.33529889,0.060147978,0.011372737,0.122968453,0.262723203
2614,0.248181588,0.068333776,0.055777907,0.251502081,0.234007168,0.178061517
2616,0.018498719,0.077158246,0.309295281,0.037192129,0.411709908,0.43952119
2617,0.044582516,0.100333117,0.11886783,0.014616272,0.054245071,0.042610192
2618,0.116151601,0.084477166,0.078637016,0.040784267,0.511220636,0.175922159
2620,0.010503086,0.074302292,0.138073736,0.013100721,0.406836511,0.442758111
2621,0.015444399,0.071845287,0.029695389,0.070832504,0.669942796,0.132944883
2623,0.05441317,0.193690672,0.039935671,0.04358544,0.657292437,0.133698264
2624,0.114132932,0.029436499,0.066397046,0.186776637,0.110893429,0.606772004
2627,0.022523324,0.095913135,0.363854861,0.031242932,0.211167166,0.402978153
2628,0.076223656,0.043103735,0.037529038,0.411922125,0.29796143,0.155692376
2631,0.012381251,0.184984521,0.343715518,0.025871004,0.455628528,0.2310908
2633,0.167878301,0.355516485,0.060902573,0.14285853,0.441230986,0.106055259
2634,0.03291108,0.076284295,0.363918499,0.095628873,0.169219029,0.289822427
2635,0.022477196,0.035036809,0.015604305,0.028483463,0.707084503,0.143973433
2637,0.018951609,0.072666047,0.031200157,0.014369321,0.60095732,0.328165671
2638,0.109522361,0.052364565,0.093328122,0.132515442,0.169426658,0.237491743
2640,0.012059602,0.032025437,0.165527486,0.04815062,0.127136581,0.769820185
2641,0.320778131,0.245461988,0.092866386,0.071364871,0.077706038,0.069417245
2642,0.038857302,0.060996213,0.090152917,0.031939079,0.385408795,0.47887358
2643,0.55899148,0.19221275,0.049838327,0.17000123,0.059973025,0.017683939
2644,0.008991067,0.064890696,0.030115344,0.026272174,0.146885522,0.399626652
2647,0.144917426,0.111105068,0.179652941,0.141492407,0.247841186,0.183038897
2649,0.044591303,0.114421418,0.078761597,0.039051985,0.425264393,0.340873695
2650,0.041953504,0.04115498,0.169881492,0.029245248,0.096647949,0.749235982
2651,0.032057568,0.104368436,0.054711023,0.04067594,0.699821688,0.166253422
2653,0.277320129,0.22699674,0.204049694,0.046089491,0.147233568,0.136525524
2654,0.01270359,0.058584382,0.049793661,0.083681157,0.360595596,0.320318874
2655,0.244341906,0.119441816,0.040385925,0.207826729,0.103842187,0.027864347
2661,0.001675858,0.013362144,0.045944657,0.009257113,0.086542078,0.82502286
2663,0.008043042,0.053002142,0.05108577,0.028318273,0.333653005,0.555755108
2665,0.220630021,0.285786308,0.06357192,0.079530259,0.224973016,0.120334977
2667,0.054737555,0.314895694,0.918364156,0.088363422,0.326467327,0.081199035
2669,0.134411289,0.21206754,0.167117804,0.056082963,0.280031799,0.405880347
2672,0.004474718,0.151715803,0.083589192,0.015252758,0.309863655,0.49482464
2673,0.160342872,0.115120596,0.022690205,0.038807917,0.061322804,0.017883497
2674,0.015665034,0.027339119,0.03624722,0.361814949,0.406645939,0.104794136
2675,0.179636258,0.054486928,0.011522371,0.152984036,0.030043946,0.007539453
2677,0.248769506,0.582923334,0.842283529,0.034050932,0.518194461,0.117052168
2680,0.034079164,0.049947068,0.242960334,0.045480683,0.09305948,0.5344733
2684,0.012314211,0.040003467,0.031487124,0.037654668,0.587486597,0.322726578
2688,0.075129822,0.163375068,0.091872665,0.30552686,0.32176557,0.07296082
2689,0.329895943,0.850204629,0.02433015,0.026590317,0.127577655,0.027538756
2692,0.007258906,0.059329587,0.174776385,0.036837202,0.13677136,0.40659638
2694,0.033063331,0.044109137,0.131139758,0.052991699,0.157117289,0.609687652
2695,0.438521565,0.129935921,0.053389242,0.060538188,0.037448793,0.014276639
2696,0.021882158,0.09662915,0.372638956,0.024795278,0.176578479,0.171885967
2698,0.021283697,0.058286402,0.160332188,0.144065425,0.198854104,0.417178214
2700,0.004145219,0.022396629,0.029437371,0.005942345,0.280494112,0.665625417
2701,0.03207045,0.133329134,0.380868423,0.069053949,0.308837912,0.473271516
2702,0.194064312,0.101401985,0.089500224,0.03573219,0.064645775,0.032327483
2703,0.046030131,0.065084985,0.062255849,0.061181314,0.256907131,0.296790744
2705,0.025884143,0.355359105,0.585251752,0.037358487,0.301760228,0.380536538
2707,0.014460188,0.058900461,0.02361238,0.102641336,0.679111714,0.09565527
2708,1.600070073,0.92378573,0.078780157,0.066776357,0.129518593,0.0477853
2709,0.043883687,0.069643379,0.072982778,0.067442704,0.126255698,0.428808613
2710,0.035052709,0.068385407,0.137049869,0.065240413,0.201094553,0.493177027
2711,0.0211535,0.073028277,0.224198665,0.017905464,0.18077798,0.283708986
2712,0.133191898,0.075658507,0.061442297,0.074871607,0.482624103,0.24647095
2714,0.001130627,0.022722545,0.042381168,0.012615048,0.038799321,0.590346081
2715,0.01912188,0.118824843,0.253094147,0.067030539,0.347064807,0.172413771
2718,0.018125542,0.092283925,0.131086484,0.077758149,0.137751096,0.190834696
2719,0.052718093,0.180949516,0.265113295,0.059307381,0.325508029,0.114885921
2720,0.020761257,0.046652655,0.257714775,0.056865056,0.225953858,0.353774561
2722,0.197378332,0.450051061,0.107529152,0.020646105,0.082080528,0.019157654
2723,0.046241658,0.081358667,0.04728257,0.050817437,0.256457127,0.597889892
2724,0.161629939,0.016174874,0.008004338,0.043248479,0.01199356,0.005556665
2726,0.043873128,0.075257754,0.028913027,0.126524913,0.563394786,0.056252721
2727,0.03849647,0.101578783,0.12489684,0.119245478,0.534452505,0.272958086
2728,0.011927092,0.048173705,0.069001185,0.090687267,0.148147849,0.543898977
2730,0.029200842,0.037235306,0.215539652,0.066844406,0.265976278,0.583329571
2731,0.296793909,0.1646774,0.036303065,0.139110265,0.256895584,0.15599003
2733,0.16681934,0.137063876,0.064429999,0.325810454,0.367147245,0.063961811
2734,0.006337001,0.458409332,0.0117937,0.003384824,0.088656576,0.034107655
2738,0.015365073,0.050174731,0.093905443,0.022818473,0.051610919,0.335915619
2739,0.03561623,0.140381203,0.324086363,0.044296038,0.276565326,0.15316234
2741,0.008557525,0.113076014,0.056319663,0.026851338,0.341807796,0.068283097
2744,0.154640677,0.074745769,0.0470082,0.114570093,0.649784278,0.031688499
2745,0.015682268,0.290490105,0.353266067,0.077955862,0.175451419,0.354952517
2747,0.010082944,0.049993011,0.016032131,0.00973169,0.751399615,0.205015478
2748,0.012072991,0.047879267,0.06626898,0.03069161,0.72385879,0.161837087
2750,0.010128482,0.081700287,0.904469996,0.024709589,0.169048965,0.478486231
2753,0.13892178,0.101664459,0.016724048,0.243963735,0.620785838,0.028026546
2755,0.003285738,0.013491129,0.057969011,0.006092102,0.07375936,0.900926395
2757,0.003296461,0.077427164,0.014586633,0.036249726,0.383937904,0.332611834
2760,0.495659401,0.062546711,0.029873463,0.416236399,0.055626936,0.01062374
2763,0.037915387,0.129955516,0.43117811,0.039096442,0.119080042,0.100252393
2766,0.024234292,0.151864615,0.05592318,0.033845755,0.389643264,0.29790486
2768,0.191655174,1.478364618,1.282120113,0.040111579,0.116691686,0.157120213
2773,0.104142748,0.171933655,0.040355556,0.062588724,0.229362215,0.067054569
2776,0.009923864,0.033560615,0.06122503,0.09409941,0.399224332,0.423519559
2777,0.0034787,0.01483412,0.039903909,0.012954539,0.039556965,0.889271736
2778,0.025440621,0.102090304,0.072734898,0.040375392,0.125475656,0.559646216
2779,0.037695758,0.061326662,0.499984255,0.212119248,0.170100824,0.447050268
2782,0.008088622,0.053120822,0.137768064,0.020538706,0.079351796,0.593962083
2783,0.009065783,0.283989042,0.082108979,0.023752275,0.14627534,0.067892908
2784,0.090088487,0.185855033,0.022239015,0.143148359,0.472696265,0.018242451
2789,0.081849424,0.060230536,0.341858073,0.113843441,0.359544389,0.336574342
2790,0.03901924,0.070542352,0.04280713,0.158619455,0.418515925,0.27741879
2792,0.485565246,0.230074637,0.016207849,0.025070987,0.068547442,0.017161394
2796,0.012695268,0.047704321,0.122501135,0.022304066,0.169781358,0.679296924
2800,0.011236321,0.02266718,0.034720931,0.060133119,0.189699562,0.61868207
2801,0.010549495,0.028181475,0.078653212,0.020104728,0.368353021,0.562613726
2802,0.034097587,0.055109024,0.060447512,0.168220823,0.122894568,0.428562274
2804,0.027158986,0.097564138,0.132923103,0.12765836,0.365028896,0.24892317
2805,0.133192288,0.183528811,0.463744318,0.076608424,0.148023348,0.144961604
2806,0.207416323,0.211143724,0.089313889,0.213722492,0.164468234,0.313254556
2808,0.006051151,0.042317279,0.09794938,0.04493998,0.260010918,0.633715354
2813,0.011385119,0.115102993,0.109992937,0.074815643,0.158427861,0.501850689
2817,0.046944781,0.198603522,0.11359473,0.043680441,0.379972169,0.308006798
2818,0.033707846,0.051961748,0.049453297,0.010620465,0.050384598,0.038997584
2822,0.099338722,0.08331185,0.090571604,0.041219912,0.385582286,0.07448771
2823,0.052843191,0.095173707,0.044240875,0.059398089,0.241870933,0.150778262
2826,0.019759787,0.153563945,0.049761536,0.024880544,0.542202787,0.162860287
2827,0.280558684,0.185214395,0.07613754,0.047704628,0.28694958,0.130188228
2828,0.01515386,0.144163024,0.060586704,0.042546606,0.640105819,0.19424231
2830,0.005441489,0.026990604,0.110876382,0.02059619,0.173952318,0.710221221
2831,0.225935238,0.273873564,0.087405065,0.024104044,0.059197044,0.035974362
2832,0.016282243,0.252964437,0.405116118,0.014270957,0.254733436,0.335953184
2833,0.085663558,0.101280497,0.101266572,0.081923,0.332732906,0.39202697
2834,0.016504013,0.078706795,0.101624025,0.06219378,0.306726031,0.484403194
2835,0.479771431,0.304701341,0.033359791,0.146333702,0.24386641,0.090212489
2836,0.010548358,0.035894979,0.031049079,0.023935426,0.233784255,0.665623467
2837,0.025194777,0.214709986,0.302471013,0.048976687,0.247276381,0.149643149
2838,0.053294071,0.093712248,0.160462039,0.077962063,0.059472731,0.228394491
2839,0.852841626,0.471862675,0.17691399,0.137905227,0.310461672,0.18765484
2840,0.180805471,0.081818882,0.149613417,0.153018408,0.179492194,0.1586725
2841,0.325816818,0.087395696,0.082724372,0.101074615,0.134439097,0.050707682
2842,0.003489757,0.01921334,0.024549225,0.026663273,0.443781234,0.473064466
2843,0.256075233,0.084062539,0.113634929,0.356727898,0.080613039,0.108886324
2844,0.022046056,0.027782766,2.654158093,0.034258341,0.052963138,0.240072867
2846,0.053654832,0.183313105,0.110227145,0.052467545,0.603817837,0.228849265
2848,0.663311075,0.3056164,0.09330265,0.063678763,0.028220521,0.022792569
2849,0.037068035,0.206637614,0.138842457,0.077260872,0.183282028,0.368879164
2852,0.246767444,0.190563482,0.697970543,0.095990603,0.116394153,0.075242878
2853,0.05576162,0.058301897,0.017522415,0.446542777,0.208226488,0.120833539
2855,1.245890415,0.561826721,0.02015902,0.059090613,0.069230652,0.018350691
2857,0.015258656,0.072706348,0.447531436,0.024119499,0.131092604,0.653626008
2858,0.021010686,0.259279263,0.055388952,0.023768654,0.40098417,0.166018171
2859,0.053288399,0.04216958,0.021445911,0.256041981,0.390001911,0.155197461
2860,0.09051543,0.086863994,0.235661307,0.016397589,0.039739494,0.358037187
2862,0.049940476,0.114786447,0.065002719,0.070524143,0.487006462,0.277448579
2864,0.089223006,0.073405285,0.038833894,0.092353603,0.364901348,0.073658895
2865,0.063471393,0.027343229,0.066517054,0.197445528,0.572334526,0.158890653
2866,0.067685203,0.699859586,0.041421496,0.093514278,0.489866535,0.199300834
2867,0.561929349,0.260062493,0.026621948,0.041785383,0.078514862,0.067005145
2868,0.003374433,0.008969371,0.082545162,0.00783914,0.107006573,0.547052429
2869,0.012616917,0.124358115,0.091261613,0.019277623,0.631958619,0.207368739
2871,0.049070866,0.040021042,0.080365296,0.100041004,0.430192226,0.269774173
2873,0.011340354,0.328965942,0.302421263,0.10254474,0.428035497,0.253658759
2875,0.028996299,0.056607372,0.183165191,0.030813784,0.113333979,0.582622616
2877,0.030016072,0.231405811,0.104362949,0.030553936,0.174543232,0.18212213
2878,0.445085508,0.27459745,0.0498463,0.222143213,0.390904702,0.053949268
2881,0.052123347,0.127008549,0.037243586,0.052315837,0.184894449,0.029102845
2883,0.171971518,0.148507314,0.048981141,0.088838761,0.249947174,0.117470232
2885,0.013389319,0.091191033,0.167122535,0.021660082,0.201058812,0.432298233
2891,0.009788788,0.215542943,0.1883809,0.0738039,0.232634987,0.292036797
2892,0.026232334,0.102462416,0.192904032,0.019570037,0.23573651,0.420354634
2893,0.010251113,0.048724182,0.286537622,0.012885304,0.300413078,0.425827328
2894,0.090841661,0.128536624,0.527181433,0.091641622,0.206644119,0.163445269
2898,0.014049074,0.050664075,0.112857352,0.073533669,0.134847492,0.463660743
2899,0.043651393,0.09103852,0.044012811,0.019600111,0.333466089,0.538131637
2900,0.344110971,0.090700062,0.045869159,0.379445185,0.232605392,0.051903784
2902,0.041303149,0.039470417,0.045421872,0.23460629,0.279781038,0.321007466
2904,0.00367661,0.013496539,0.12995995,0.043858465,0.173016887,0.698256603
2905,0.005662518,0.148974062,0.168021114,0.01570727,0.071447974,0.220930795
2907,0.012194569,0.043244119,0.059127068,0.154664062,0.285028672,0.458133169
2909,0.037096154,0.476700576,0.404893403,0.018933778,0.17023327,0.127532226
2912,0.041648118,0.256983214,0.272990819,0.041360914,0.456284728,0.37943182
2914,0.01010823,0.041590851,0.173923233,0.021329432,0.085400895,0.783266715
2915,0.115925419,0.088613388,0.748313593,0.028233682,0.178680642,0.48817015
2917,0.023375305,0.169610743,0.042926382,0.085054428,0.175950024,0.064593194
2918,0.042556868,0.17919847,0.035451087,0.158208067,0.370333707,0.058122665
2922,0.027214359,0.45686507,0.181902551,0.020739716,0.314053711,0.29909885
2923,0.035990768,0.166842341,0.091415647,0.211630145,0.305686054,0.330752162
2924,0.05727215,0.072794084,0.020618361,0.019293454,0.275551007,0.519956627
2925,0.022487559,0.043299815,0.107266106,0.075347977,0.152505195,0.662311416
2926,0.051069028,0.062024727,0.058416069,0.152661525,0.582818488,0.061917597
2927,0.128525626,0.266830186,0.250537409,0.063897094,0.134174707,0.109893177
2928,0.018654834,0.025929152,0.071613229,0.016644331,0.163555867,0.504782935
2929,0.06957417,0.144016925,0.116413724,0.162618458,0.217218971,0.249113518
2931,0.097920853,0.167709638,0.061451585,0.047735349,0.161239852,0.038626851
2932,0.011194689,0.029358408,0.03014385,0.113678007,0.668236612,0.173358229
2934,0.007869432,0.098986301,0.069012298,0.013015501,0.359855922,0.296428829
2936,0.065935591,0.07861648,0.191799507,0.326428062,0.146004499,0.287959911
2937,0.063058752,1.070716514,0.054057886,0.00987231,0.27659529,0.087432768
2939,0.003072316,0.033919241,0.059892164,0.006303256,0.172395058,0.735810162
2942,0.032382476,0.59155992,0.247077215,0.022513585,0.198640901,0.616527034
2944,0.180289575,0.057787192,0.274598271,0.038119201,0.240384942,0.520589281
2946,1.336981719,0.798533455,0.021694537,0.117656115,0.080904782,0.026648698
2947,0.018011827,0.046722491,0.070289714,0.012512068,0.328679929,0.564111071
2948,0.008175209,0.027619701,0.02545525,0.049360752,0.3956168,0.452146685
2949,0.260593171,0.241178683,0.318756225,0.117844122,0.261181052,0.329528339
2952,0.322618067,0.15461809,0.036630406,0.063177111,0.039655706,0.008946752
2953,0.005808882,0.036117508,0.027592507,0.073549285,0.171755771,0.468991758
2955,0.273037715,0.178511825,0.016852721,0.045799399,0.072426074,0.041578631
2956,0.003762557,0.046353726,0.651638643,0.013165339,0.029275511,0.162247169
2957,0.027400809,0.059919068,0.54349852,0.034882235,0.164919109,0.707685879
2959,0.07908691,0.10201048,0.04277162,0.159934306,0.439858549,0.037323689
2961,0.020377569,0.101114331,0.250763695,0.051841632,0.19492283,0.310525498
2962,0.011260271,0.072568085,0.095521562,0.036076992,0.287150325,0.131327656
2963,0.267648908,0.105649903,0.082149979,0.24661691,0.259090465,0.298694645
2964,0.153362397,0.185252321,0.041768426,0.13661349,0.475111051,0.122854167
2966,0.027613521,0.050725809,0.168801204,0.106880219,0.121863153,0.329099014
2967,0.098452255,0.13838376,0.063740447,0.31446635,0.239058591,0.044422894
2968,0.139911649,0.065655073,0.180247538,0.08227616,0.024012044,0.026149265
2969,0.009985999,0.160320293,0.13975704,0.046158203,0.291466391,0.3471702
2970,0.002473999,0.067802948,0.045855313,0.005191036,0.250636657,0.60523886
2971,0.016988735,0.089964196,0.093056995,0.015883786,0.254851923,0.605883315
2974,0.006486128,0.039360837,0.182178267,0.015552433,0.060327605,0.467009905
2975,0.039565299,0.059315172,0.088663336,0.012833955,0.53747211,0.258566232
2977,0.014295257,0.163831733,0.125415027,0.167200291,0.448974361,0.212594073
2978,0.055163405,0.06906257,0.048839082,0.138581501,0.562559959,0.223995601
2979,0.829758861,0.059641935,0.020598218,0.241058315,0.140442936,0.017827158
2980,0.062126912,0.033372793,0.020779299,0.265843444,0.320913052,0.089670753
2981,0.114366823,0.396902399,0.040865704,0.256985039,0.112189685,0.243538595
2983,0.351121778,0.226578114,0.412124751,0.135233911,0.258322255,0.12100251
2984,0.091311621,0.041044335,0.015604258,0.252957754,0.526631203,0.039314839
2985,0.015602301,0.24672307,0.157204278,0.011933172,0.273137674,0.337453894
2986,0.055522157,0.083310259,0.119903097,0.040478994,0.038326093,0.820853485
2987,0.377206865,0.249679681,0.135996718,0.06698806,0.19992447,0.075374124
2988,0.147478513,0.137361864,0.05521485,0.05240122,0.415307072,0.074661845
2989,0.186917445,0.098768916,0.096532213,0.465795565,0.144932017,0.19520939
2990,0.015502836,0.085885978,0.26331761,0.106501314,0.107678467,0.140438825
2992,0.014889022,0.031327846,0.006804866,0.154059788,0.744870469,0.025909224
2993,0.102503275,0.114938236,0.050053332,0.25415839,0.216174094,0.263508525
2994,0.540474693,0.998160876,0.108178099,0.109576724,0.137179169,0.133277364
2995,1.040538883,0.290950068,0.044699219,0.036256462,0.050280602,0.012207864
2996,0.006111976,0.028311232,0.033814553,0.033606029,0.118645719,0.770780036
2997,0.012063508,0.06033096,0.035221442,0.330781217,0.328266743,0.226442518
3000,0.077578089,0.098778207,0.035997146,0.095570854,0.585657223,0.118330679
3002,0.071962667,0.031715826,0.025182664,0.605222753,0.125436858,0.167003236
3003,0.029319829,0.058655097,0.036628757,0.114760207,0.444996076,0.131091368
3004,0.106235651,0.06922321,0.070487795,0.062127477,0.038560815,0.102147083
3005,0.010076735,0.055305162,0.05071226,0.018767605,0.163137289,0.647574695
3006,0.092795549,0.174368821,0.446210394,0.146898856,0.272628965,0.208668657
3009,0.069342739,0.177795467,0.04444578,0.133960153,0.052726692,0.033472324
3011,0.090912574,0.154471034,0.060340865,0.262982388,0.365547037,0.087347993
3013,0.002067703,0.019814935,0.029936271,0.00512665,0.544703696,0.403854572
3014,0.036746352,0.142385171,0.109780497,0.127593505,0.421014533,0.262226625
3015,0.010149942,0.119251419,0.128840016,0.03070882,0.316577667,0.339462508
3017,0.018420361,0.019245025,0.238659285,0.070236381,0.068943958,0.672283289
3018,2.436163341,0.281884096,0.053797328,0.091638695,0.069970231,0.058835874
3019,0.012225515,0.071725334,0.08776077,0.039021264,0.20148423,0.564289226
3020,0.016811017,0.029020504,0.024232524,0.082390957,0.485345206,0.406750129
3021,0.267980519,0.182918815,0.022388934,0.078860824,0.058999606,0.029456722
3022,0.281188964,0.729162991,0.077883469,0.055023603,0.327381844,0.056683843
3025,0.010159096,0.065170651,0.124618695,0.015045851,0.230752038,0.53140601
3027,0.11172036,0.09513403,0.039215252,0.080075747,0.493468357,0.273047131
3029,0.382332723,0.46537431,0.040855866,0.029492938,0.059500782,0.047315426
3030,0.161990129,0.102569504,0.024274727,0.041486348,0.018229387,0.050140214
3031,0.011242267,0.036154627,0.068755275,0.025510056,0.26687499,0.668111084
3032,0.020176676,0.034693027,0.054450269,0.05427672,0.447183433,0.464357124
3036,0.043767518,0.413169141,0.114440566,0.013489975,0.132257782,0.129066962
3037,0.580742731,0.146623983,0.035349737,0.352474554,0.302223908,0.096588518
3039,0.049256373,0.123161434,0.082146323,0.051956184,0.5525664,0.308374229
3040,0.019638981,0.043870051,0.019970085,0.213490818,0.609069778,0.144909809
3041,0.009336135,0.056590248,0.055187221,0.259989245,0.372105374,0.280679107
3043,0.020255135,0.14937839,0.038343377,0.00944796,0.670355042,0.059157154
3044,0.121519489,0.100518859,0.068987652,0.154061955,0.409371234,0.283088156
3045,0.965943732,0.545413405,0.054562987,0.075110526,0.113100596,0.025254212
3046,0.030791115,0.118341576,0.183231042,0.049192473,0.413856702,0.445008623
3047,0.122207067,0.441191091,0.044070263,0.22366686,0.157995358,0.065012135
3049,0.00525707,0.008922244,0.019781835,0.008166662,0.061264911,0.685531583
3050,0.003981595,0.013629884,0.016535928,0.033749051,0.335736626,0.609106693
3051,0.025126574,0.34034364,0.025700991,0.007306147,0.370513459,0.152661138
3052,0.023188637,0.823903015,0.277653367,0.029438788,0.163103472,0.081938079
3055,0.025233955,0.046808435,0.251759743,0.031136301,0.060170538,0.315583323
3056,0.17784507,0.626562556,0.076225104,0.095805366,0.125136956,0.04556739
3059,0.15200912,0.207999844,0.05312149,0.242835743,0.363367321,0.131743587
3060,0.121277783,0.278623661,0.03073876,0.034493169,0.366905905,0.050823926
3063,0.120880141,0.147583588,0.153688565,0.169423816,0.430204102,0.165526097
3065,0.105038247,0.492443114,0.125449153,0.033320631,0.120166351,0.03346597
3067,0.335012242,0.060498709,0.020368998,0.151869109,0.046348699,0.010777887
3068,0.023669769,0.30924816,0.19368875,0.096741428,0.210804234,0.173042181
3069,0.025771944,0.046264543,0.027146766,0.066780527,0.696257088,0.149616595
3071,0.477551307,0.372278749,0.091496669,0.156853378,0.27308297,0.035247014
3074,0.355430244,0.211859598,0.022581006,0.035626013,0.083826677,0.059334064
3076,0.214199729,0.215087829,0.120714861,0.031375399,0.282353507,0.037918166
3077,0.1111608,0.106674399,0.022556989,0.337986711,0.349308098,0.095473363
3078,0.214765657,0.259628579,0.091861817,0.064853833,0.311227291,0.25114882
3079,0.31341569,0.071738799,0.031877034,0.088424411,0.029111215,0.00702598
3080,0.048512362,0.245028701,0.118501518,0.011365205,0.027943421,0.039323553
3081,0.02075594,0.059877452,1.03124561,0.039898578,0.133483377,0.299640089
3082,0.23467543,0.225320056,0.123203414,0.104064834,0.340621847,0.2158223
3083,0.015379574,0.055714912,0.073378112,0.035958624,0.498083555,0.289200238
3084,0.008536405,0.04816696,0.118847422,0.041019157,0.159798875,0.623631179
3086,0.046136546,0.052370749,0.089428016,0.045387683,0.210573653,0.410228923
3088,0.081504065,0.214913414,0.366093059,0.074426717,0.262020547,0.242458555
