"CUS_ID","M40+","F20-","M30","F40+","F30","M20-"
22,0.138494194319952,0.198634353741734,0.242119351540122,0.149087350896381,0.194969092618625,0.0766956568831862
23,0.143008845565895,0.101028101790891,0.174578668040147,0.196776807654854,0.227308933276857,0.157298643671356
24,0.318040516015814,0.216568648043126,0.138752910244058,0.202696536917349,0.0414175864172393,0.0825238023624129
25,0.26182208187071,0.339870701270321,0.100284416459056,0.0456643459976123,0.0765534841191459,0.175804970283155
26,0.230002022467585,0.235247858918754,0.122754765093753,0.134700247209392,0.15450435339918,0.122790752911335
27,0.0991166589617115,0.168531241466348,0.270449813996102,0.157323534897033,0.209214579535724,0.0953641711430821
28,0.330425236566491,0.308724818883078,0.126955760302524,0.123338385975456,0.0448846518133598,0.0656711464590908
29,0.147837080108235,0.197782110520942,0.235439930236639,0.18921336483957,0.125626575558684,0.104100938735929
30,0.156225134678841,0.0989895092738152,0.243383961867738,0.197457292070692,0.199000792742682,0.104943309366232
31,0.172336204960262,0.15183275716758,0.1198563637418,0.180762746527132,0.204933025256572,0.170278902346654
32,0.0866535361933068,0.137593254243019,0.222080004441015,0.162858564413405,0.264758411322728,0.126056229386526
33,0.175133612722509,0.201546684694723,0.153699517975488,0.134162691515017,0.17793632421749,0.157521168874774
34,0.290215213484216,0.185230065567918,0.13489494101156,0.231724851707457,0.093036289641322,0.0648986385875267
35,0.313204033089275,0.143004503971302,0.0872256620145227,0.252786670711903,0.0879216547589284,0.115857475454068
36,0.054431042099787,0.106888644879713,0.27361474525182,0.0798320607368258,0.279450839114903,0.205782667916951
37,0.119154820838354,0.223554465683947,0.31252135554114,0.144794742693154,0.156069023520797,0.0439055917226084
38,0.191815006753303,0.238728475859185,0.161295094918361,0.134197638741395,0.129897286526091,0.144066497201665
39,0.147464285207659,0.185563827499311,0.256288879080249,0.159648735409994,0.189090246696082,0.0619440261067044
40,0.199889214850006,0.0890958423783795,0.100139571395729,0.371435260911952,0.220270751687995,0.0191693587759375
41,0.222078356919437,0.275890196382897,0.019501995955436,0.103535904329365,0.0597807823580862,0.319212764054778
42,0.171646555645024,0.247663267649578,0.255844983459895,0.116046357201238,0.156940697138612,0.0518581389056531
43,0.315119201163075,0.216002868075113,0.0954062289313536,0.174142083509176,0.0946180984964796,0.104711519824803
44,0.101409820466047,0.189762807742874,0.191766261876173,0.11676566833544,0.224920536530318,0.175374905049148
45,0.219717875286944,0.151166597151913,0.16771344570462,0.226511694062371,0.123729652656927,0.111160735137226
46,0.383418239725375,0.189291905556083,0.0893815159287387,0.0205526549390158,0.094729830082243,0.222625853768545
47,0.134423330512371,0.214629994867607,0.200438523290222,0.0976031945829847,0.198010665543243,0.154894291203573
48,0.174176853819674,0.197244158199833,0.148895415363304,0.0939604073418928,0.191367182634523,0.194355982640774
49,0.182638636855344,0.258726913571677,0.192960655350716,0.0916825228773067,0.145129684406221,0.128861586938735
50,0.200052404264418,0.279267144884683,0.222599469717561,0.121729571029381,0.0869249095325681,0.0894265005713895
51,0.0974744054226551,0.138400211251942,0.252209603942198,0.153979176871624,0.271287221830071,0.0866493806815103
52,0.204016266882189,0.243083347596522,0.141909926245038,0.123895181660281,0.16852093623766,0.118574341378311
53,0.0780853090642602,0.15185685640728,0.282722515561585,0.109609262897094,0.233101540019962,0.144624516049819
54,0.168274569816015,0.194114594096666,0.195502597487778,0.135863027868229,0.178166222042821,0.128078988688491
55,0.355830215525216,0.149627803895798,0.119039462802112,0.20950980244588,0.095116900802658,0.0708758145283359
56,0.0160607245693782,0.0995487358791547,0.292538154072172,0.0902223081340283,0.286951270553233,0.214678806792033
57,0.0749057164799768,0.0746192304147613,0.166507624394498,0.210798603051831,0.311195056502642,0.161973769156291
58,0.140147935844113,0.220352109219724,0.188177527183011,0.124028398935241,0.234307823298528,0.092986205519383
59,0.197310690815775,0.184924609829904,0.23570087283022,0.232984733407663,0.108849833703141,0.0402292594132972
60,0.283359609919589,0.133004591324123,0.114352653648909,0.288721201047555,0.0818442793895948,0.0987176646702298
61,0.237044386323111,0.14331916166943,0.150299006075847,0.225347617331765,0.167473798087237,0.0765160305126091
62,0.14696955019531,0.200977104192906,0.176191274959603,0.102717869446129,0.188219684205252,0.1849245170008
63,0.110754637717635,0.330631337710207,0.235951147910561,0.0283689176364669,0.194607508049552,0.0996864509755783
64,0.0410443454200362,0.127094234062329,0.256862228443548,0.134425984188453,0.297961618442899,0.142611589442735
65,0.348512251923203,0.290702347283261,0.116438008517541,0.153471229782363,0.0492503420819692,0.0416258204116626
66,0.134035796791256,0.214050652326689,0.207861995782213,0.0899691360642406,0.178516023679433,0.175566395356168
67,0.255955980102283,0.17779697664899,0.0971524277352306,0.176589553115308,0.13355596014832,0.158949102249869
68,0.239826933962574,0.230625463093321,0.0781358770857101,0.131017045769721,0.131098616253154,0.18929606383552
69,0.173385641982603,0.108986024429471,0.227108719006504,0.124222713760368,0.186660610571372,0.179636290249683
70,0.279355947293659,0.202009882801533,0.115775432176949,0.173232199111621,0.0786628064906981,0.150963732125541
71,0.127601321533445,0.172392265897827,0.234369527051426,0.182970603881999,0.183188547755701,0.0994777338796013
72,0.250739421576796,0.361368800054135,0.100969530659811,0.0547503747167591,0.108925255152823,0.123246617839676
73,0.209191189871446,0.123702585514719,0.224790815174522,0.243577396057703,0.116418382495068,0.0823196308865416
74,0.24886923917891,0.214265821966748,0.134374078446142,0.160302457398634,0.128524126769274,0.113664276240292
75,0.197865137700971,0.159886414851817,0.180745752431396,0.179924882060828,0.202849515812248,0.0787282971427404
76,0.139915240196125,0.356892805100538,0.204180033793826,0.0260750763661578,0.134645832979055,0.138291011564298
77,0.192687212805982,0.212237184685054,0.156079547290047,0.201405824811214,0.14816089616364,0.0894293342440622
78,0.218456956516151,0.285919358969335,0.107379830130904,0.110929988822184,0.11269103274348,0.164622832817946
79,0.246502021664153,0.219172384263102,0.148169542961141,0.212980183592587,0.103692063246941,0.0694838042720767
80,0.17240511141998,0.261869279459514,0.184456845753361,0.105763531546933,0.136454824848995,0.139050406971218
81,0.273991501083756,0.134871664971571,0.180109121440416,0.235839275141441,0.136336399808728,0.0388520375540881
82,0.198757599380008,0.232987136985158,0.135012170551485,0.13266556727429,0.152742909322178,0.147834616486881
83,0.266452771650002,0.227636721963552,0.152884210189135,0.176233980173696,0.0143929595403368,0.162399356483278
84,0.167752366848811,0.122434379014835,0.168173868912527,0.202419212946764,0.192957490761528,0.146262681515535
85,0.0390194254073494,0.155370074232511,0.280650469053145,0.115940909941627,0.296281338060658,0.11273778330471
86,0.209262206488148,0.338296385345478,0.139954015154697,0.0675152824186579,0.089813328571324,0.155158782021694
87,0.0909767379975545,0.255619073035724,0.174224959806373,0.0783476456145009,0.212493655970203,0.188337927575644
88,0.0902417523998434,0.154521420851152,0.257582609162922,0.144796992463124,0.226700330776936,0.126156894346023
89,0.119481481757716,0.123252951514379,0.208588476326976,0.144298190140476,0.259733633004011,0.144645267256442
90,0.201015826222833,0.230794329869609,0.0606914511589882,0.104436478620181,0.112558934805475,0.290502979322914
91,0.197456236494314,0.217153387647371,0.133018985480787,0.14471350890904,0.175529476347418,0.132128405121071
92,0.323610052514006,0.295514633922927,0.070263085624939,0.10276490279211,0.114861482154445,0.0929858429915727
93,0.204790353369177,0.345019419270489,0.109176704837214,0.0655105501353258,0.0800033100363206,0.195499662351473
94,0.0363117788306324,0.111258149820683,0.227886994197128,0.13833220208801,0.316588579392451,0.169622295671096
95,0.172901412434901,0.184043518499747,0.165587731648947,0.1598629064626,0.206504460291443,0.111099970662362
96,0.181452538217181,0.131454884436398,0.0487232539570734,0.130360823147122,0.140282296075502,0.367726204166724
97,0.223203591788651,0.154343923052574,0.184162209114847,0.172761184336429,0.16518046517926,0.10034862652824
98,0.18200167206201,0.156978486667223,0.165069606162206,0.189112462461574,0.178295924440914,0.128541848206073
99,0.291531149672636,0.29977140081332,0.0867355129861198,0.138117314418293,0.0822296176655681,0.101615004444064
100,0.221616580979208,0.196675765982085,0.174222573642464,0.198841209499999,0.130228223186099,0.0784156467101449
101,0.177795323181601,0.169133051024126,0.22094629671041,0.207566112830546,0.113058163335335,0.111501052917982
102,0.204712244329452,0.169526807948429,0.162867106243627,0.149233828784807,0.178060018951414,0.13559999374227
103,0.230222753699137,0.156157960791987,0.0486501996327904,0.182942055618913,0.169427137603594,0.212599892653578
104,0.103783361132038,0.177715334557253,0.183783534527194,0.125935811441296,0.218492398369782,0.190289559972437
105,0.257932344412271,0.234836062395196,0.170005268593235,0.124452279308159,0.040016711564379,0.172757333726759
106,0.340455927503076,0.230736052930153,0.0686656457494015,0.152239941196242,0.0659335098817919,0.141968922739336
107,0.102345121132932,0.197260554766558,0.204714355041997,0.0990098128485844,0.267027695046333,0.129642461163595
108,0.221318874492379,0.221888517997585,0.13401438015875,0.114721703601313,0.130583991588962,0.177472532161011
109,0.214548797666261,0.178763648294434,0.159607365625402,0.15018827881504,0.134353371463245,0.162538538135619
110,0.171544639813393,0.201225776733209,0.207836800312919,0.17231544871901,0.196855992064883,0.0502213423565858
111,0.105609775751563,0.151277755810229,0.235482780399484,0.157647797869368,0.21778695009242,0.132194940076936
112,0.445201962583537,0.0958195677503226,0.0407883942742299,0.207727402102795,0.0510380052739828,0.159424668015132
113,0.191676900557224,0.188267106538986,0.094850944298328,0.135884831552187,0.162406088882299,0.226914128170976
114,0.145110093256449,0.146397118701809,0.226043658208147,0.171104684149183,0.237124571454864,0.0742198742295487
115,0.0976282040924585,0.0765002110555437,0.341489400685535,0.224655373557427,0.241868054360855,0.0178587562481807
116,0.287262953522729,0.142604817933078,0.0436773386079215,0.21534623029844,0.143134101604484,0.167974558033347
117,0.174147794917622,0.172379206525109,0.215226443053573,0.182875332978298,0.171664005039518,0.0837072174858796
118,0.0971574229007833,0.0830759659922487,0.275057873478549,0.114335160073115,0.254414095332731,0.175959482222574
119,0.213905156603686,0.152122587894705,0.226434640208673,0.212277755368401,0.177815552884501,0.0174443070400344
120,0.194161830300991,0.171895135151791,0.257063784677246,0.253772616716422,0.0813436367106812,0.0417629964428683
121,0.224777737884858,0.0194988588430693,0.285649621452867,0.333770698644082,0.0859374504314735,0.0503656327436499
122,0.198313904914093,0.162095247815704,0.276024554304504,0.215650586916818,0.126402351920165,0.0215133541287161
123,0.0622474830771303,0.165608595618,0.229412409152973,0.129500568196012,0.261643735466322,0.151587208489563
124,0.199255778893532,0.133195460469529,0.180216878975732,0.220018383787079,0.14562823613506,0.121685261739068
125,0.243471028461976,0.226529953697135,0.158312340989766,0.119473440920462,0.0995702449550123,0.152642990975649
126,0.159708978369641,0.205982844374802,0.182925987723495,0.16139359467608,0.21205149709412,0.0779370977618616
127,0.199470564244263,0.164966555608699,0.209402417396644,0.186074866047473,0.186845645008486,0.0532399516944346
128,0.137604732106614,0.180960738129095,0.16485934146701,0.210183852172821,0.171019535609822,0.135371800514638
129,0.0760380224549066,0.109369184389602,0.235129566560303,0.170426599974775,0.277124013487928,0.131912613132486
130,0.294081856935673,0.06748966708851,0.161124809477059,0.213970712102004,0.190905332259065,0.0724276221376893
131,0.170114632141285,0.0895905404083544,0.192309673122288,0.190920819323528,0.209469047946128,0.147595287058417
132,0.278424586233173,0.162860243208945,0.163992342730472,0.218958048551943,0.111623040242537,0.0641417390329302
133,0.135749889119832,0.199211394206746,0.190306376228799,0.170076460082704,0.158161393399588,0.146494486962331
134,0.273777398877203,0.172519834103855,0.0816794425557325,0.181610838126904,0.122662595515512,0.167749890820793
135,0.19399188311153,0.230102812524934,0.150533236349322,0.121651447327915,0.159040399489345,0.144680221196955
136,0.233382710639604,0.243367604183495,0.160058158850341,0.117475805728669,0.116341606260291,0.1293741143376
137,0.209731388204863,0.195372811220411,0.177924558585338,0.166613748914677,0.109976290392515,0.140381202682196
138,0.192930388579114,0.147290039355031,0.190587398084081,0.174496700459102,0.149005854079565,0.145689619443106
139,0.200626783669012,0.109752140307297,0.142658408094521,0.210805582093157,0.203191543078286,0.132965542757727
140,0.20278494432196,0.22956531858649,0.114042961751951,0.158255268149022,0.149944719668005,0.145406787522572
141,0.235456288451551,0.213800068490959,0.212855539304334,0.233112359644123,0.0606283125430897,0.0441474315659442
142,0.204780538191,0.112855719991292,0.134808617031329,0.30305507055051,0.155912953267312,0.0885871009685566
143,0.165565165851495,0.168266871673661,0.256473638442634,0.149493129437203,0.224148058858661,0.0360531357363449
144,0.0890073142952588,0.137243583185594,0.255141969933127,0.150713412718523,0.257911396231114,0.109982323636383
145,0.117870370522685,0.245044174389573,0.265008458855793,0.0833357142116297,0.177720486376412,0.111020795643907
146,0.187923091261524,0.155362375115129,0.16269635107116,0.210412411397061,0.197279828085615,0.0863259430695122
147,0.272427819295153,0.221244791552458,0.139595835282801,0.213067193149315,0.0883567735725432,0.065307587147731
148,0.46239794523084,0.116550961587838,0.00630735011552039,0.28202514824765,0.0578919894436845,0.0748266053744674
149,0.0592444473967915,0.12438718371002,0.30319467366754,0.146980541396292,0.276261120045393,0.0899320337839629
150,0.130764334685199,0.154074431441945,0.280901946714793,0.151573069640484,0.218922908535093,0.0637633089824857
151,0.165066253079296,0.164974296073361,0.0946893880404938,0.175177753739411,0.228727405957898,0.171364903109539
152,0.268654459459349,0.184450927896945,0.203078742342238,0.188638141044428,0.125511094784057,0.0296666344729833
153,0.210222519477866,0.213439695389866,0.139869069450763,0.185775286219907,0.154637861584316,0.0960555678772819
154,0.207656630209867,0.244108609426028,0.160176132925001,0.14889260995226,0.0889038676351418,0.150262149851703
155,0.0680623821103559,0.150381925302682,0.247867886466096,0.152390803436527,0.264228913611987,0.117068089072352
156,0.322342976361267,0.21766231128767,0.103290575655434,0.250249929465956,0.0369663018299485,0.0694879053997244
157,0.107596250679111,0.137163560222905,0.277051096437394,0.151349305984433,0.230858676906185,0.095981109769972
158,0.17909377543789,0.24023566192553,0.170614542050978,0.159098738173351,0.118537547593141,0.132419734819111
159,0.188260455561511,0.204552774801091,0.224503280423515,0.227784962929241,0.0965495648474919,0.0583489614371494
160,0.231432734566616,0.184117746894443,0.148255897919644,0.201028891734439,0.139470446301412,0.0956942825834459
161,0.136951165238437,0.137559000675101,0.186770805437995,0.169751707649345,0.219697223435993,0.149270097563129
162,0.214552010575021,0.16929635022643,0.173694853705464,0.199625156878086,0.183093451720418,0.0597381768945808
163,0.223681773204582,0.201262954566174,0.156763660299488,0.164341261547199,0.115420935851648,0.138529414530909
164,0.301541926234676,0.226356255385567,0.162144529584663,0.169050205725363,0.0955627003993452,0.0453443826703866
165,0.276266165074748,0.181033710775216,0.176626998367388,0.202945139613614,0.100278978847225,0.0628490073218089
166,0.320434783929159,0.257240126208103,0.0942448391461118,0.140472924382698,0.0414403307680614,0.146166995565866
167,0.164249884578943,0.00155546800501544,0.0808413338269354,0.179891747197546,0.294571504601023,0.278890061790536
168,0.162708737080093,0.217908169709991,0.171140573306854,0.152240508152479,0.149942194280214,0.146059817470369
169,0.174756148620725,0.196593468851472,0.289277043881474,0.218934036994453,0.0778013795391051,0.0426379221127708
170,0.301598543210108,0.185348867207992,0.123542564311777,0.213265026938105,0.091525325614644,0.0847196727173738
171,0.214566958475065,0.181639004159068,0.122902546087646,0.176323205726998,0.155948090726143,0.148620194825079
172,0.138607105664922,0.174249439318829,0.234721024196832,0.171895117534345,0.19619604581011,0.0843312674749624
173,0.358237970083384,0.214787514013985,0.0543848808627542,0.266074938194719,0.0156719638831773,0.0908427329619806
174,0.157519381404963,0.129143887979604,0.100234195280212,0.198129476298403,0.285758205607245,0.129214853429574
175,0.136890309963243,0.181947715006979,0.192714292584911,0.150245604370983,0.181341364494777,0.156860713579107
176,0.0368099667514498,0.191991891185832,0.510333175344434,0.163129267014726,0.0830726593319193,0.0146630403716388
177,0.164900304997306,0.212013710551604,0.302188647521669,0.180360551324252,0.118100552312521,0.0224362332926478
178,0.0757899766959165,0.0315403454444112,0.0194303302521541,0.0464771373817055,0.255581936437432,0.571180273788381
179,0.178154633961278,0.0955011511150222,0.312245803087692,0.2856664474474,0.0122220169883798,0.116209947400228
180,0.254628841796753,0.204959880196732,0.141666027766263,0.180167270596717,0.127007385286661,0.0915705943568744
181,0.0545975073208428,0.15185232700648,0.277276526731493,0.119296712176892,0.258048058755585,0.138928868008707
182,0.298833475474334,0.34185046840417,0.0721002332065119,0.0861502608565681,0.088091773985241,0.112973788073175
183,0.201142482643991,0.278444120796823,0.195562541722485,0.0819588610578496,0.139263454538863,0.103628539239989
184,0.00332715325063819,0.0979267020774078,0.332826874292167,0.158234612274187,0.198608531515862,0.209076126589738
185,0.23910973587496,0.309416580781667,0.0948947527525374,0.188705557872147,0.0816047320710347,0.0862686406476536
186,0.18733167941979,0.242524262466813,0.177171349171687,0.100340782440726,0.233546455809615,0.0590854706913697
187,0.0809423898275524,0.138189443157961,0.220191319413991,0.126441728782615,0.243062217716873,0.191172901101007
188,0.153143394703089,0.209030232268115,0.227539671113962,0.160135111289511,0.16837657043652,0.0817750201888041
189,0.269168303219972,0.180224664844724,0.238965004673852,0.229124262768426,0.0657513112835698,0.016766453209456
190,0.204814133699482,0.162683678793733,0.0783961113276667,0.16858251387525,0.201593663689471,0.183929898614398
191,0.0445417189207862,0.168814231055482,0.210940105331343,0.0837279684068596,0.294583524367759,0.19739245191777
192,0.243106324522143,0.121932513583284,0.184517260474308,0.228488963078288,0.155329514222133,0.0666254241198437
193,0.117439299235372,0.185372376211923,0.280602689764418,0.167360315450426,0.169081803494987,0.0801435158428732
194,0.185593918233495,0.0387993381360562,0.0829972030389425,0.225368590552984,0.273202071204199,0.194038878834324
195,0.117334455349222,0.210195776359323,0.362336127805868,0.221341616433366,0.0566106299937443,0.0321813940584762
196,0.159736309232427,0.19529145716622,0.177866783663744,0.197538747074111,0.188758337393041,0.0808083654704576
197,0.235632423061944,0.1726429592726,0.173453219544107,0.196948161205671,0.149433381953618,0.0718898549620601
198,0.108916601696839,0.233797662362985,0.23422752356104,0.0695594952736489,0.185898074047436,0.167600643058051
199,0.221351182791866,0.308506638614889,0.202307775171,0.120226082999779,0.0885891675221622,0.0590191529003037
200,0.0682173057390772,0.196414673643429,0.157788938588517,0.133338114209927,0.239427499487875,0.204813468331175
201,0.234211931953992,0.0684325360829011,0.143826363536591,0.265366729692718,0.24418026964917,0.0439821690846279
202,0.104111832080188,0.149178162592187,0.31154003060375,0.135256743933671,0.217153706651747,0.082759524138457
203,0.211908323371009,0.186740570252251,0.123135753055272,0.120421893698389,0.150886071850927,0.206907387772152
204,0.228852147429142,0.25911287033357,0.128001805484208,0.096216145882682,0.103122429189159,0.18469460168124
205,0.235247942102594,0.205867064199506,0.156722765494454,0.193008049364862,0.0590052892383228,0.150148889600262
206,0.209474552668973,0.179338755229517,0.122106287318852,0.187176796286262,0.130463397887652,0.171440210608744
207,0.260839894422401,0.276967533666376,0.176927498386245,0.192206913323475,0.080177604140489,0.0128805560610132
208,0.21502830984003,0.223108904613575,0.200771694494115,0.187005419941496,0.113879732420013,0.0602059386907717
209,0.256924916951926,0.191165377219956,0.174146906043119,0.14257224265501,0.10894928407057,0.12624127305942
210,0.186428293768905,0.283476382398194,0.082063609933818,0.0340935668608388,0.136458484369688,0.277479662668556
211,0.195799660090846,0.146735786823123,0.0746342061245204,0.193203870692269,0.229491037842291,0.16013543842695
212,0.369721915787059,0.242645868169431,0.00770066800789384,0.164276279155249,0.149123076625038,0.0665321922553297
213,0.0955286662329824,0.174196380545173,0.19154793014181,0.14071345440342,0.232418519471945,0.16559504920467
214,0.00500935664910862,0.20896635230392,0.349062527111138,0.0810552600204268,0.259577257310371,0.0963292466050363
215,0.0452369098297607,0.0708322119365047,0.130438771938854,0.247601686526436,0.262927516966637,0.242962902801808
216,0.261196672668784,0.0928637451529443,0.00222009121027543,0.231384706012931,0.190742339904941,0.221592445050124
217,0.212922033449265,0.103581905367993,0.0654083108802535,0.237706639684343,0.156188254037812,0.224192856580333
218,0.250763891703949,0.261821404067569,0.147631013401246,0.142717361607947,0.109353008814623,0.0877133204046665
219,0.258222999517472,0.246736216934501,0.133109485907909,0.189172163514228,0.0978407559139763,0.0749183782119138
220,0.0529133626462116,0.200404334481834,0.236483411543388,0.0651834283243811,0.226174365417068,0.218841097587117
221,0.290991827134111,0.228032054369282,0.112788772727017,0.218568507778883,0.0715373543229497,0.0780814836677573
222,0.195074731621125,0.194253303537082,0.0886599720306053,0.119668943007652,0.159833666605742,0.242509383197793
223,0.216388882687331,0.175578588196911,0.157462960027852,0.228145610240311,0.153258525166221,0.0691654336813756
224,0.273565264998942,0.22971773766379,0.101549078220118,0.266748536858135,0.0204857618618352,0.10793362039718
225,0.136161333932361,0.235374774244987,0.203183107571337,0.108773983706979,0.207559076853575,0.10894772369076
226,0.366523016763861,0.167903407655038,0.112718356217058,0.205709315685897,0.0449542757219526,0.102191627956193
227,0.372379599477046,0.1493726668209,0.11050668385593,0.355399925741745,0.0061400251411459,0.0062010989632338
228,0.207214098665805,0.211351495722785,0.182976324293357,0.20681798347301,0.111689880245023,0.07995021760002
229,0.257033920993629,0.277889540806455,0.159038413939978,0.173295789068812,0.0772261774948961,0.0555161576962295
230,0.0695372313273733,0.224601060145216,0.197571750961641,0.0442676025452111,0.257989678868398,0.20603267615216
231,0.106233633817961,0.263459374683809,0.193859559617316,0.0837418999023629,0.20229564023057,0.150409891747981
232,0.356346196397191,0.253815027604525,0.0727271140377141,0.174637060824356,0.045293683833051,0.0971809173031629
233,0.188820753726213,0.21925033079112,0.170941792261876,0.13592203063462,0.120949524849927,0.164115567736244
234,0.111734254655031,0.170229349592398,0.253366045899906,0.14172954298943,0.214021587424316,0.10891921943892
235,0.216049883438088,0.298495463320025,0.214635265028002,0.0969370026163949,0.107091592343006,0.0667907932544851
236,0.164608446307131,0.0698316554717842,0.13715254269726,0.187669893668919,0.266667134645756,0.174070327209149
237,0.227754963561853,0.11301027144195,0.117603158365967,0.246120330706723,0.194198381501905,0.101312894421601
238,0.120912252815553,0.17374484384419,0.201539764658258,0.126873510534373,0.240060183869748,0.136869444277877
239,0.108545540810604,0.0887450087578549,0.238201435327861,0.138896462727862,0.267817705233827,0.157793847141991
240,0.186006460896925,0.217082131646549,0.0707674175547852,0.0691430910846825,0.117230532969205,0.339770365847853
241,0.214607155699972,0.185995479444161,0.14303079026581,0.162510361717682,0.120950535241228,0.172905677631147
242,0.244049238653498,0.264849221554856,0.146708848656438,0.110331687035714,0.103848677121874,0.130212326977621
243,0.250515828149773,0.198979562282894,0.128536639893382,0.16872539673746,0.119654652564921,0.13358792037157
244,0.172921125907738,0.317298639058904,0.211065539618667,0.132177484374155,0.102839329068455,0.0636978819720808
245,0.164071489795475,0.0628358292368315,0.0687785429342986,0.231303161935899,0.294182463912965,0.178828512184532
246,0.249638064617396,0.248307022810941,0.216272658725666,0.14302245030329,0.0733786561249071,0.0693811474177989
247,0.127816803558309,0.1377344767457,0.141840021812543,0.172233294271873,0.251691645469817,0.168683758141757
248,0.290873516997932,0.280511914075323,0.176827148439271,0.143479645923643,0.0539112440323717,0.0543965305314593
249,0.240096423710033,0.178373350569698,0.13286174329088,0.23345124952567,0.154687616197711,0.0605296167060089
250,0.00891424904969588,0.219814413958613,0.344539087360463,0.168026176733809,0.211917408618196,0.0467886642792235
251,0.221276268497626,0.293896765435618,0.164223391623396,0.0743248027349612,0.0838483118333319,0.162430459875067
252,0.155453932264096,0.176033582788622,0.217011849930027,0.17957631285324,0.156736817815475,0.11518750434854
253,0.330037811253974,0.146301406711091,0.210282674726411,0.223913907922238,0.0352236812053858,0.0542405181808998
254,0.180541526852082,0.159824291031184,0.209450337567715,0.209688919863289,0.160932603105249,0.0795623215804815
255,0.263477038026934,0.0883380059451118,0.10865757708135,0.31876259025211,0.135009936024922,0.0857548526695725
256,0.182126178695723,0.141830419996947,0.186769362333495,0.205158268095625,0.202705449734354,0.0814103211438564
257,0.209913925675643,0.274158016710249,0.138900739344167,0.152813618358034,0.0753589868794714,0.148854713032436
258,0.204519355575609,0.216113759665686,0.185823462883022,0.144548616853761,0.179325343056039,0.0696694619658821
259,0.19323841242937,0.126249177895993,0.232897862237638,0.222862651284368,0.165736466305731,0.0590154298468996
260,0.270367907694253,0.189805924968812,0.133875004453532,0.203549529443255,0.116972263614952,0.0854293698251964
261,0.224261941295392,0.0684022245540309,0.108279416526146,0.266150766769724,0.168535311485098,0.164370339369609
262,0.107315590265217,0.214901709723935,0.23761726754038,0.157188992910793,0.180394711615296,0.102581727944379
263,0.267840807901114,0.0541248545550828,0.114016901515338,0.293251606574403,0.0937784456745636,0.176987383779499
264,0.262750372082819,0.131038650802476,0.104113947384976,0.21105179554694,0.173430490465182,0.117614743717607
265,0.258623299468283,0.212594923057263,0.160997269803026,0.214312587377631,0.0979564414164978,0.0555154788772981
266,0.0174666456470038,0.120336349097777,0.283451359357607,0.147121537704568,0.330321140239888,0.101302967953156
267,0.136072706466569,0.213897818058957,0.199072146919,0.118728125697231,0.206794572474706,0.125434630383538
268,0.209073836755287,0.137872985330764,0.119038865022953,0.208023547724306,0.145391688069398,0.180599077097292
269,0.223392232240396,0.265896903757289,0.107688009469315,0.0984554476904817,0.0861758299465754,0.218391576895943
270,0.288205308247885,0.272487180381165,0.206160007442386,0.143039368106346,0.0264989689488378,0.0636091668733802
271,0.224268610314772,0.176848342265203,0.150590070820419,0.180302833346999,0.133069466246008,0.134920677006598
272,0.224496574755414,0.150087639276085,0.085353564024836,0.176528601697476,0.148545889916893,0.214987730329295
273,0.0608038109752486,0.225547137381657,0.277501158068321,0.11497756149103,0.260788035202055,0.0603822968816883
